clean_combined_text,label_model
داء الاجتماعات عندما تتحول لقاءات العمل عبء تشكل الاجتماعات المفرطة وغير المجدية عبئا الموظفين والإنتاجية وغالبا تعكس مشكلات تنظيمية أعمق فما الحل,اجتماعي
يجب يكون أمين عام جامعة الدول العربية مصريا قال المحلل السياسي السعودي الدكتور محمد الحربي يوجد نص دستوري قانوني داخل الجامعة بوجوب تعيين الأمين العام جنسية معينة مطروح خلال قمة إعادة هيكلة جامعة الدول العربية يتعلق بآلية اختيار الأمين العام ودور المنظمة المشهد الإقليمي والدولي,سياسة
يوقع أحمد الشرع اتفاق تطبيع إسرائيل يشكل احتلال إسرائيل لمرتفعات الجولان أبرز التحديات احتمال لتطبيع العلاقات سوريا وإسرائيل فما حجم فرص التوصل اتفاق سلام البلدين,سياسة
شاهد أسراب حشرات الحب تغزو كوريا الجنوبية بأعداد كبيرة يكافح سكان كوريا الجنوبية غزوا لـحشرات الحب يظهر مقطع نشر وسائل التواصل الاجتماعي أسرابا الحشرات وهي تغطي جبل غيانغسان غربي البلاد,اجتماعي
ولي عهد دبي يعلن نجاح رحلة تجريبية للتاكسي الجوي أعلن ولي عهد دبي نائب رئيس مجلس الوزراء وزير الدفاع دولة الإمارات الشيخ حمدان بن محمد بن راشد آل مكتوم نجاح رحلة تجريبية للتاكسي الجوي,تكنولوجيا
حفل زفاف بيزوس ظهور وجوه بارزة قائمة أثرياء العالم تدفقت ثروات طائلة مدينة البندقية الإيطالية خلال الأيام القليلة الماضية لحضور حفل زفاف جيف بيزوس ولورين سانشيز الفاخر,ثقافة
المطور ابتكر تطبيقا لمكافحة ممارسات ضباط الهجرة والجمارك بأمريكا شاهد ابتكر الموسيقي والمطور جوشوا آرون تطبيقا يدعى iceblock يمكن المستخدمين نشر مشاهداتهم لضباط الهجرة والجمارك الأمريكية أنحاء البلاد تتحدث مراسلة cnn كلير دافي آرون دوافعه لإنشاء التطبيق والجهود بذلها لضمان دقته ومنعه تحديد هوية المستخدمين,تكنولوجيا
شابة تتعرض لهجوم مفاجئ مياه عكرة نسبيا شاطئ بأمريكا وخبراء سمكة حادثة غريبة الشيء تعرضت شابة تبلغ 20 عاما لعضة قدمها وساقها اليسرى بينما كانت المياه الشاطئ سنترال مول بنيويورك كانت المياه عكرة نسبيا,اجتماعي
إيران تكشف عدد قتلى الهجمات الإسرائيلية خلال حرب الـ12 يوما صرح المتحدث باسم السلطة القضائية الإيرانية أصغر جهانكير بأن الهجمات الإسرائيلية إيران أسفرت مقتل 935 شخصا بينهم 38 طفلا وفقا نقلته وكالة الأنباء الإيرانية الرسمية إرنا الاثنين,سياسة
ترامب مشيرا وجود شار محتمل لـتيك توك مجموعة الأثرياء جدا يقول الرئيس ترامب مشتريا محتملا لتطبيق تيك توك لكنه يكشف أسماء يأتي أشهر توقيع الكونغرس قانونا يلزم شركة بايت دانس الشركة الصينية الأم لتيك توك ببيع تطبيق التواصل الاجتماعي وإلا سيواجه حظرا الولايات المتحدة,اقتصاد
بعدما قصفته أمريكا كشفته صور أقمار صناعية جديدة موقع فوردو النووي الإيراني أظهرت صور جديدة التقطتها الأقمار الصناعية استمرار العمل منشأة فوردو الإيرانية للتخصيب النووي والتي قصفتها قاذفات b2 الأمريكية أسبوع بقليل,تكنولوجيا
مستحضرات مكياج أساسية للصيف وأخرى يجب تجنبها موسم الصيف يصبح اختيار مستحضرات المكياج المناسبة أمرا أساسيا للحفاظ مظهر متألق وطبيعي تجنب المشاكل الجلدية تنتج الحرارة والرطوبة المرتفعة,صحة
خارجية إيران دول الجوار رفضت استخدام إسرائيل أجواءها لشن ضربات علينا قال المتحدث باسم وزارة الخارجية الإيرانية إسماعيل بقائي الاثنين دول جوار إيران رفضت استخدام إسرائيل لأجوائها لشن الضربات علی بلاده بحسب نقلت عنه وكالة إرنا الإيرانية الرسمية للأنباء,سياسة
موقف مرعب انهيار شرفة منزل آخر وإصابة 9 أشخاص أحدهم حالته حرجة أدى انهيار شرفة منزل الطابق الثالث المباني مدينة بوسطن بولاية ماساتشوستس الأمريكية إصابة 9 أشخاص أحدهم حالة حرجة وقعت الحادثة حوالي الساعة العاشرة شارع هاروود,اجتماعي
قال عمر مرموش مواجهة الهلال السعودي كأس العالم للأندية قال عمر مرموش لاعب مانشستر سيتي الإنجليزي الهلال يعد أفضل الأندية السعودية وذلك مواجهة الفريقين أرض ملعب كامبنج وورلد الثلاثاء المقبل ضمن منافسات دور الـ16 كأس العالم للأندية 2025,رياضة
ريانا تتألق بإطلالة زرقاء ناعمة فستان مستوحى أزياء السنافر ظهرت النجمة العالمية ريانا السجادة الزرقاء بإطلالة حمل مصممة خصيصا دار الأزياء شانيل لتجسد مرة جديدة مفهوم الأناقة الجريئة خلال الحمل وذلك العرض العالمي الأول لفيلم the smurfs أقيم العاصمة البلجيكية بروكسل,ثقافة
الأعباء ثقيلة ولكننا ننحني الله السيسي يوجه خطابا الذكرى الـ12 لإنهاء حكم الإخوان بمصر وجه الرئيس المصري عبدالفتاح السيسي الاثنين خطابه الشعب المصري بمناسبة حلول الذكرى الـ12 لـثورة 30 يونيوحزيران عام 2013 أنهت حكم جماعة الإخوان المسلمين للبلاد,سياسة
استغرقت واحدة 249 ساعة العملإطلالات دوا ليبا جولتها الغنائية خطفت المغنية البريطانية دوا ليبا الأنظار خلال جولتها الغنائية radical optimism بإطلالات فريدة مصممة خصيصا أشهر دور الأزياء العالمية,صحة
جيفري ساكس وسيبيل فارس يكتبان خطة السلام الشامل الشرق الأوسط لهجوم إسرائيل والولايات المتحدة إيران تأثيران مهمان أولا كشف مرة أخرى السبب الجذري للاضطرابات المنطقة مشروع إسرائيل لإعادة تشكيل الشرق الأوسط خلال تغيير النظام يهدف الحفاظ هيمنتها وعرقلة قيام دولة فلسطينية ثانيا سلط الضوء عدم جدوى الاستراتيجية وتهورها السبيل الوحيد للسلام اتفاق شامل يعالج قيام دولة فلسطين وأمن إسرائيل وبرنامج إيران النووي السلمي والانتعاش الاقتصادي للمنطقة,سياسة
لمنعهم الهروب صور لتماسيح بقبعات إدارة الهجرة الأمريكية تحرس سجنا لاحتجاز مهاجرين تثير جدلا أثارت صور نشرتها وزارة الأمن الداخلي موقع إكس تويتر سابقا جدلا واسعا يبدو الحكومة الفيدرالية وافقت عليها تظهر العديد التماسيح ترتدي قبعات إدارة الهجرة والجمارك الأمريكية خارج يبدو أنه سجن المنشور اعتبرته جماعات حقوق المهاجرين وغيرها مسيئا للغاية,اجتماعي
ترامب يكشف يتحدث الإيرانيين مهاجمة منشآتهم النووية قال الرئيس الأمريكي دونالد ترامب الاثنين يتحدث الإيرانيين شنت الولايات المتحدة ضربات المنشآت النووية الرئيسية إيران,سياسة
ملامح متشابهة وجمال مختلفنجمات الثمانينيات وبناتهن تسريحات الشعر الضخمة طبعت حقبة الثمانينات المظهر الطبيعي والبشرة المتوهجة عصر اليوم يبدو الجمال يورث فحسب يعاد تشكيله وتفسيره وتقديمه جديد بحسب رؤيته وهويته الخاصة,ثقافة
مصر وزير الخارجية يكشف مصادر قلق بلاده الوضع سوريا أكد وزير الخارجية المصري بدر عبدالعاطي الأحد مصر تنحاز الشعب السوري واختياراته وتحدث وجود مصادر أسماه بـاقلق الشديد يتعلق بأمن واستقرار سوريا,سياسة
وزير الطاقة الإيراني الهجوم الإسرائيلي يلحق أضرارا بالبنية التحتية للطاقة البلاد قال وزير الطاقة الإيراني عباس علي آبادي يوم الاثنين الهجوم الإسرائيلي الجمهورية الإسلامية يسبب ضرر للبنية التحتية للطاقة البلاد,سياسة
سموتريتش سوريا حلمت بإزالة إسرائيل أرسلت مبعوثين للحديث التطبيع والسلام صرح وزير المالية الإسرائيلي بتسلئيل سموتريتش بأن سوريا حلمت يوما بإزالة إسرائيل الخارطة أرسلت اليوم مبعوثين للحديث التطبيع والسلام,سياسة
المحكمة العليا الأمريكية تدرس قضية مثيرة للجدل حول تمويل الحملات الانتخابية وافقت المحكمة العليا الأمريكية النظر قضية تخص رفع الحد الأقصى للمبالغ يسمح للأحزاب السياسية بإنفاقها بالتنسيق المرشحين خلال الحملات الانتخابية,سياسة
فاينانشال تايمز القوات الأوكرانية تنفد مواردها خلال أشهر ذكرت صحيفة فاينانشال تايمز القوات الأوكرانية تنفد مواردها خلال أشهر موضحة الوضع الجبهة يثير قلق عدد قادة الناتو يخشون تدهور كبير للوضع بحلول الخريف,سياسة
الموساد الهند تقرير خطير يفضح اختراقا إسرائيليا كبيرا للبيانات الحساسة إيران ودول الخليج نشرت صحيفة كيهان الإيرانية تقريرا كشفت خلاله اختراق إسرائيلي كبير للبرمجيات الحكومية إيران استهدف السجل المدني وبيانات جوازات السفر وأنظمة المطارات والمعدات العسكرية,تكنولوجيا
الخارجية الروسية تستدعي سفير أذربيجان قامت الخارجية الروسية باستدعاء السفير الأذربيجاني موسكو رحمن مصطفايف اليوم الاثنين خلفية وصفته بأنه تصرفات باكو الودية والاحتجاز القانوني للصحفيين الروس,سياسة
قائد ورئيس الشرق الأوسط ومحرك الخيوط سوريا ولبنان وإسرائيل استخباراتي إسرائيلي يجيب قال رئيس وحدة الاستخبارات العسكرية الإسرائيلية 8200 السابق حنان جيفن الشرق الأوسط تغير كليا خلال الأشهر الأخيرة بفضل الرئيس الأمريكي دونالد ترامب,سياسة
كازاخستان تحظر النقاب والبرقع الأماكن العامة أصدر الرئيس الكازاخستاني قاسم جومارت توكاييف مرسوما رئاسيا يحظر ارتداء الملابس تخفي الوجه الأماكن العامة النقاب والبرقع,سياسة
عشرات القتلى والجرحى بقصف إسرائيلي استهدف مقهى شاطئ بحر مدينة غزة أفادت مصادر طبية فلسطينية اليوم الاثنين بمقتل 33 شخصا الأقل وإصابة العشرات قصف إسرائيلي استهدف مقهى الباقة شاطئ بحر غزة,سياسة
مقتل الصحفي إسماعيل حطب قصف إسرائيلي استهدف مقهى الباقة شاطئ غزة لقي الصحفي الفلسطيني إسماعيل حطب مصرعه اليوم الاثنين قصف إسرائيلي استهدف مقهى شاطئ بحر غزة ضحيته عشرات القتلى والجرحى,سياسة
تنشئ كلمة مرور فعالة لحماية بياناتك الإلكترونية تعتبر كلمات المرور أهم وسائل حماية الحسابات الإلكترونية البريد الإلكتروني وحسابات التواصل الاجتماعي وإنشاء كلمة مرور فعالة يعتبر أهم الخطوات لحماية البيانات,تكنولوجيا
ضجة كبرى الجزائر إعلان العثور جثة الطفلة المفقودة مروة أكدت السلطات الجزائرية الأحد العثور جثة الطفلة مروة بوغاشيش 13 عاما حالة متقدمة التعفن بغابة جبل الوحش بقسنطينة اختفائها ظروف غامضة يوم 22 2025,اجتماعي
مفاجأة لمرضى السكري يحدث لجسمك شرب القهوة يوميا توصل فريق العلماء نتائج مثيرة حول العلاقة المعقدة استهلاك القهوة ومرض السكري النوع الثاني تحليل علمي موسع شمل قرابة 150 دراسة بحثية,صحة
استفز طرزان بحركة مشينة فنال عقابه مقاتل يتعرض للضرب خنق منافسه واقفا فيديو تعرض المقاتل الأمريكي المقاتل لويس هيرنانديز للضرب فوزه مواطنه مايلز هانسلينغر النزال جمعهما ضمن بطولة tuffnuff 145 للفنون القتالية المختلطة mma,رياضة
انفجار ناقلة نفط قبالة سواحل ليبيا أعلنت شركة tms tankers المشغلة لناقلة النفط vilamoura اليوم الاثنين انفجارا وقع غرفة محركات الناقلة أثناء إبحارها قبالة السواحل الليبية,اقتصاد
زر التدمير الذاتي سيناريو كارثي لنهاية الكون كشف فريق علماء الفيزياء سيناريوهات نهاية الكون الأكثر تدميرا الإطلاق زر التدمير الذاتي للكون يسمى اضمحلال الفراغ الزائف,تكنولوجيا
غيران3 الروسية نقلة نوعية حرب الطائرات المسيرة كشف الخبير العسكري الروسي أناتولي ماتفيتشوك أبرز الميزات تجعل درونات غيران3 الروسية سلاحا فعالا المعارك,تكنولوجيا
الخارجية الإيرانية تستدعي القائم بالأعمال الأوكراني وتسلمه مذكرة احتجاج استدعى رئيس الدائرة الأولى لدول أوراسيا بوزارة الخارجية الإيرانية شهرام فرساي القائم بالأعمال الأوكراني لتسليمه مذكرة احتجاج,سياسة
تقرير أممي القوات الأوكرانية أعدمت 26 عسكريا روسيا 2022 الجنود الأوكرانيون بإعدام يقل 26 عسكريا روسيا كانوا أسرى جرحى ساحة المعركة 2022 فيهم حالة واحدة منطقة دونيتسك أواخر عام 2024,سياسة
وزارة الخارجية البيلاروسية تقيم وضع حقوق الإنسان الاتحاد الأوروبي صرحت رئيسة الإدارة الرئيسية للدبلوماسية متعددة الأطراف بيلاروس إيرينا فيليشكو بأن وضع حقوق الإنسان الاتحاد الأوروبي أبعد يكون النموذج يحتذى,سياسة
إجلاء 50 شخص تركيا بسبب حرائق الغابات أفاد وزير الداخلية التركي علي يرلي كايا بإجلاء 50 شخص محافظات تركية بسبب حرائق الغابات التهمتها,اجتماعي
العراق الجفاف يكشف مدرسة مغمورة ظلت الماء 40 عاما ظهرت مدرسة كانت غمرتها المياه عقود الجفاف الشديد اجتاح إقليم كردستان العراق,اقتصاد
تمزيق الناتو ومطالبات بخروج فرنسا الاتحاد الأوروبي أثناء مظاهرة السلام باريس خرج مئات المتظاهرين شوارع باريس يوم الأحد مطالبين بانسحاب فرنسا الاتحاد الأوروبي وحلف الناتو وهي خطوة أطلق عليها مؤيدوها اسم فريكست,سياسة
السفن الحربية الروسية تضرب أهدافا بحرية بصواريخ مجنحة بحر اليابان شنت سفن حربية روسية ضربة مشتركة بصواريخ مجنحة عدو افتراضي خلال الجزء النهائي تدريبات أسطول المحيط الهادئ بحر اليابان,سياسة
موسكو تحتضن المنتدى الاقتصادي الروسي الليبي انطلقت موسكو المرحلة الثانية المنتدى الاقتصادي الروسي الليبي يشارك رواد الأعمال والمستثمرون والمسؤولون الحكوميون البلدين,اقتصاد
مشاهد هجوم مستوطنين قاعدة عسكرية الضفة الغربية هاجم مستوطنون إسرائيليون قاعدة عسكرية الضفة الغربية أشعلوا النيران وخربوا المركبات واشتبكوا الجنود الإسرائيليين,سياسة
تدهور وضع الجيش الأوكراني دونيتسك سيطرة الجيش الروسي رأس جسر مهم جمهورية دونيتسك الشعبية كتب أندريه ريزتشيكوف فزغلياد,سياسة
ستحبني رغما أنفك رغبة الولايات المتحدة تعزيز وجودها تركمانستان كتبت كسينيا لوغينوفا إزفيستيا,سياسة
صندوق الاستثمارات السعودي إجمالي الأصول تجاوز 43 تريليون نشر صندوق الاستثمارات السعودية الاثنين قوائمه المالية الموحدة السنوية للعام المنتهي 2024 عبر بورصة لندن للأوراق المالية كاشفا إجمالي أصوله تجاوز 43 تريليون,اقتصاد
النساء الأمريكيات يثبتن صحة تنبؤات إيلون ماسك بشأن انهيار الحضارة البشرية حذر إيلون ماسك لسنوات طويلة الانهيار السكاني يشكل تهديدا أكبر الحضارة البشرية تغير المناخ مشيرا انخفاض معدلات الخصوبة يؤدي أزمات اقتصادية واجتماعية,صحة
هاتفك مخترق 5 علامات تحذيرية تكشف خطر التجسس كشف خبير تقني علامات تحذيرية تشير شخصا يتجسس عبر هاتفك,تكنولوجيا
قطر الجهود مستمرة للوصول اتفاق أوسع بشأن النووي الإيراني قال ماجد الأنصاري المتحدث باسم وزارة الخارجية القطرية جهودا مستمرة الوصول اتفاق أوسع بشأن البرنامج النووي الإيراني,سياسة
تؤثر التغيرات الموسمية والروتين الأسبوعي نومنا تابع علماء جامعة فلندرز الأسترالية نوم 116000 شخص لمدة 35 سنوات 73 مليون ليلة نوم باستخدام جهاز خاص مثبت المرتبة وسجل المستشعر طول فترة النوم ووقته,صحة
التونسية أنس جابر تودع ويمبلدون مبكرا فيديو ودعت اللاعبة التونسية أنس جابر منافسات بطولة ويمبلدون ثالثة البطولات الأربع الكبرى للتنس غراند سلام الدور الأول بسبب الإصابة,رياضة
منظمة معاهدة الأمن الجماعي تصدر بيانا بشأن هجمات إسرائيل والولايات المتحدة إيران دان وزراء خارجية دول منظمة معاهدة الأمن الجماعي بشدة الضربات نفذتها إسرائيل والولايات المتحدة ضد إيران معتبرين الأعمال تهدد بزعزعة الاستقرار المنطقة,سياسة
تحسم إيران أمرها بالدخول الحرب الجديدة أرمينيا وأذربيجان يشن التلفزيون الرسمي الأذربيجاني هجوما عدوانيا عنيفا روسيا برغم الرئيس الأذربيجاني علييف السابق معتدلا ومتوازنا للغاية موسكو الرغم الضغوط الغربية,سياسة
مقتل 15 شخصا بقصف إسرائيلي استهدف استراحة شاطئ بحر مدينة غزة أفاد مراسل rt بأن 15 شخصا الأقل قتلوا وأصيب عدد آخر باستهداف الطائرات الحربية الإسرائيلية لاستراحة الباقة شاطئ بحر مدينة غزة,سياسة
غولدن لاين تتراجع قرار مغادرة سوريا تراجعت شركة غولدن لاين للإنتاج والتوزيع الفني قرارها بمغادرة سورية ونقل مقر الشركة خارجها,سياسة
روسيا وحلفاؤها عالم أمنا لطالما دأبت الولايات المتحدة وحلفاؤها تكريس بنية أمنية هشة منطقة أوراسيا بهدف تثبيت الهيمنة الغربية المنطقة أمر تعارضه روسيا وحلفاؤها بشدة,سياسة
الاعتراف بعدد علاقاتها صديقة نجم مدريد تفند مزاعم الانفصال فيديو ردت صديقة الإنجليزي جود بيلينغهام عارضة الأزياء آشلين كاسترو الأقاويل المتداولة بشأن انفصالها نجم مدريد ظل عدم ظهورهما سويا خلال الفترة الماضية,اجتماعي
مصر جدل حاد حول تعاطي الحكومة المصرية حادث هز البلاد تعرضت الحكومة المصرية خلال الـ24 ساعة الماضية لهجوم عنيف وشديد الإعلاميين والسياسيين حادث تصادم مروع الطريق الدائري الإقليمي,سياسة
الاتحاد الأوروبي يمدد عقوباته روسيا 2026 قرر مجلس الاتحاد الأوروبي خلال قمة عقدت بروكسل يوم 26 تمديد العقوبات الاقتصادية المفروضة روسيا لمدة 6 أشهر إضافية لتستمر 31 2026,اقتصاد
سوريا الشرع يرعى مشروعا فنيا وإعلاميا ضخما برعاية رئيس الجمهورية أحمد الشرع وقعت وزارة الإعلام السورية وشركة المها الدولية قصر الشعب اليوم مذكرة تفاهم لإنشاء مدينة بوابة دمشق للإنتاج الإعلامي والفني,سياسة
اكتشاف منشط طبيعي لحرق الدهون الجسم أظهرت دراسة علمية جديدة حقن بروتين معين الدماغ يساعد تنشيط عمليات الاستقلاب وحرق الدهون الجسم,صحة
دعوات سياسية إسرائيلية للتسوية إطلاق سراح الأسرى واتفاقات إقليمية مقابل إنهاء الحرب ظل تعثر الجهود العسكرية والسياسية بشأن الحرب بقطاع غزة واستمرار احتجاز الأسرى حماس تصاعدت الدعوات داخل الأوساط السياسية الإسرائيلية لإحداث تغييرات جذرية النهج الحالي,سياسة
مصر الفنانة شيرين تتعرض لهجوم المغرب غياب 9 سنوات ومحاميها يصدر بيانا أصدر المحامي الخاص بالفنانة المصرية شيرين عبد الوهاب ياسر قنطوش بيانا رسميا ردا موجة الانتقادات تعرضت الفنانة أدائها حفل ختام مهرجان موازين بالمغرب,ثقافة
روسيا تقيد الوصول مواقع 15 وسيلة إعلامية أوروبية ردا الحزمة 16 للعقوبات أفاد بيان صادر الخارجية الروسية بتقييد موسكو الوصول 15 موقعا لوسائل إعلام أوروبية الأراضي الروسية ردا القيود فرضها الاتحاد الأوروبي وسائل الإعلام الروسية,سياسة
إدارة ترامب تدرس وقف التمويل مستشفيات تقدم علاجات مرتبطة بالنوع الاجتماعي للأطفال أفادت صحيفة وول ستريت جورنال بأن إدارة الرئيس الأمريكي دونالد ترامب تدرس إمكانية وقف التمويل المستشفيات توفر علاجات متعلقة بالنوع الاجتماعي للأطفال والمراهقين,اجتماعي
صندوق التقاعد النرويجي يتخلى شركات أمريكية وألمانية بسبب مبيعات للجيش الإسرائيلي أعلن صندوق التقاعد النرويجي klp أنه أسقط استثمارات مجموعة أوشكوش الأمريكية وشركة ثيسن كروب الألمانية محفظته الاستثمارية لبيعها أسلحة ومعدات يستخدمها الجيش الإسرائيلي غزة,اقتصاد
الاستخبارات الخارجية الروسية خبراء يحاولون إقناع المفوضية الأوروبية بضرر تشديد العقوبات ضد روسيا يسعى خبراء دول الاتحاد الأوروبي جاهدين لإقناع المفوضية الأوروبية بضرر تشديد العقوبات ضد روسيا الاتحاد الأوروبي نفسه,سياسة
إيران تصدر تحديثا بعدد ضحايا الضربات الإسرائيلية أصدرت السلطات الإيرانية اليوم الاثنين تحديثا بعدد ضحايا الحرب إسرائيل بدأتها تل أبيب يوم 13 واستمرت 12 يوما,سياسة
يقتل الرابع العام 1958 يوم الانقلاب السلطة الملكية العراق يروي الدكتور عباس فاضل الجمالي نجل رئيس الوزراء العراقي الأسبق تفاصيل إشاعات انتشرت يومها حول مقتل والده,سياسة
دعاية رخيصة خبير مصري يعلق رواية متحولة جنسيا إسرائيلية زعمت تعرضها للقسوة خلال عبورها مصر وكيل وزارة الأوقاف المصري الأسبق والباحث الإسلامي سعد الفقي مزاعم متحولة جنسيا إسرائيلية لمصر بأنه تم التعامل معها بقسوة خلال رحلة وصولها إسرائيل عبر مصر,ثقافة
الدفاع الروسية تعلن تقدما ميدانيا كبيرا وتكبيد القوات الأوكرانية خسائر محاور متعددة أعلنت وزارة الدفاع الروسية اليوم الاثنين قواتها تواصل التقدم عدد المحاور الاستراتيجية ووجهت ضربات مركزة لتشكيلات الجيش الأوكراني موقعة خسائر كبيرة الأفراد والعتاد,سياسة
اتصالات دول الدرجة الثانية مسؤولون إسرائيليون يقللون فرص التطبيع السعودية قدر مسؤولون بارزون بالكابينت الإسرائيلي احتمالية التطبيع السعودية منخفضة جدا للانطباع السائد متحدثين انضمام دول الدرجة الثانية الثالثة اتفاقات أبراهام,سياسة
فيتيسوف يشكك تغير موقف اللجنة الأولمبية روسيا تعيين كوفنتري قال النائب مجلس الدوما فياتشيسلاف فيتيسوف تعيين كيرستي كوفنتري رئيسة جديدة للجنة الأولمبية الدولية يغير شيئا يتعلق برفع العقوبات المفروضة الرياضة الروسية,رياضة
الصين طائرة مسيرة تنقذ شابا سطح منزله وسط فيضانات جارفة فيديو مشهد درامي وثقته مقاطع مصورة تمكن فريق إنقاذ منطقة قوانغشي بجنوب الصين انتشال شاب حوصر سطح منزله بسبب الفيضانات مستخدما طائرة مسيرة معدلة,تكنولوجيا
الجبن وكوابيس الليل حقيقة خرافة دراسة علمية تكشف مفاجأة كشفت دراسة حديثة أجراها باحثون متخصصون علوم النوم تناول الجبن النوم يكون تأثيرات متوقعة جودة النوم والأحلام,صحة
الخارجية الروسية تعرب قلقها العملية الخاصة الأذربيجانية بمكتب سبوتنيك أعربت وزارة الخارجية الروسية قلقها انقطاع التواصل الصحفيين الروس العاصمة الأذربيجانية باكو عقب عملية أعلنتها أجهزة الأمن الأذربيجانية مكتب سبوتنيك,سياسة
كوكب الإمارات دبي تعلن نجاح رحلة تاكسي جوي أعلنت إمارة دبي اليوم الاثنين نجاح رحلة تجريبية للتاكسي الجوي جوبي تمهيدا لبدء تشغيلها مطلع العام المقبل 2026,تكنولوجيا
لأول مرة قنابل تكتيكية روسية تضرب أهدفا أوكرانية 100 كيلومتر خط الجبهة تمكنت القنابل الروسية التكتيكية الحائمة فائقة الدقة كاب ضرب أهداف أوكرانية تقع 100 كيلومتر خط الجبهة,تكنولوجيا
الثلوج تغطي الصحراء الأكثر جفافا العالم شهد سكان مناطق تشيلي يوم 27 2025 ظاهرة طبيعية نادرة غطت الثلوج صحراء أتاكاما تعتبر المكان الأكثر جفافا العالم,اجتماعي
روسيا إحباط نشاط جماعة متطرفة فولغوغراد والقبض منظمها أعلنت لجنة التحقيق الروسية فتح تحقيق جنائي إحباط نشاط جماعة متطرفة تضم مراهقين منطقة فولغوغراد والقبض العقل المدبر,سياسة
الهند تطلب مساعدة روسيا تحديث أسطولها لمقاتلات سو30 إم بحثت الهند وروسيا تحديث طائرات سو30 إم فترة وجيزة الزمن,تكنولوجيا
سياسية بريطانية الغرب يسعى لتقسيم روسيا ونهب ثرواتها لتحقيق مكاسب اقتصادية كشفت جوتي برار نائبة رئيس الحزب الشيوعي البريطاني وصفته بـخطة دموية تسعى خلالها الدول الغربية تقسيم روسيا ونهب ثرواتها,سياسة
توجيه دعوة للفنان الروسي يورا بوريسوف للمشاركة عضوية أكاديمية السينما الأمريكية تحقق دعوة الممثل الروسي يورا بوريسوف للانضمام أكاديمية الفنون السينمائية والعلوم المانحة لجوائز الأوسكار أهداف مهمة للأكاديمية إثراء صناعة السينما الخاصة,ثقافة
نيويورك تايمز إعادة تسليح الاتحاد الأوروبي تكون خطأ تاريخيا أعرب الكاتب أنطون ييغر مقاله بصحيفة نيويورك تايمز رأيه بأن إعادة تسليح الاتحاد الأوروبي تكون خطأ تاريخيا ظل مشكلات تخصيص الأموال والتنسيق دوله,سياسة
مصدر إيران ستجعل الحرب القادمة إسرائيل حربها الأخيرة صرح مصدر مطلع طهران اليوم الاثنين بأن إيران ستجعل الحرب القادمة إسرائيل حربها الأخيرة,سياسة
عبد العاطي مصر تحتفظ بحق الدفاع النفس وعن مصالحها المائية تعرضت لأي تهديد تحدث بدر عبد العاطي وزير الخارجية المصري ملف سد النهضة مؤكدا موضوع المياه التهديد الوجودي الأول والأوحد لمصر,سياسة
أسرع بـ100 مرة تقنية لاي فاي المتقدمة ستحل محل واي فاي طور المعهد الكوري الجنوبي للعلوم والتكنولوجيات المتقدمة تقنية lifi للاتصالات اللاسلكية باستخدام الضوء المرئي نطاق 400800 تيراهرتز محققة سرعات تصل 224 غيغابتالثانية,تكنولوجيا
ظاهرة جيولوجية نادرة رصد زلزال بطيء المحيط سابقة علمية مسبوقة نجح فريق العلماء بجامعة تكساس أوستن رصد ظاهرة جيولوجية نادرة تعرف باسم الزلزال البطيء أثناء حدوثها أعماق المحيط الهادئ,تكنولوجيا
بيسكوف يرد سؤال بشأن الجولة الثالثة المفاوضات الروسية الأوكرانية قال المتحدث الرسمي باسم الكرملين دميتري بيسكوف موعد الجولة الثالثة المفاوضات الروسية الأوكرانية سيتضح قريبا,سياسة
ألمانيا وفرنسا وبريطانيا تندد سمتها تهديدات إيران بحق غروسي نددت ألمانيا وفرنسا وبريطانيا بيان سمتها تهديدات إيران بحق مدير عام الوكالة الدولية للطاقة الذرية رافييل غروسي مجددة دعمها للوكالة,سياسة
سفير أمريكا يتوقع تسوية العقوبات تركيا العام قال سفير أمريكا تركيا يتوقع يتمكن الرئيسان الأمريكي دونالد ترامب والتركي رجب طيب أردوغان تسوية مسألة العقوبات الصلة بالدفاع المفروضة تركيا بحلول نهاية العام,سياسة
مكغفرن سياسات الناتو الاستفزازية جعلت روسيا أقوى وأكثر استقلالا اعتبر المحلل السابق وكالة الاستخبارات المركزية الأمريكية راي مكغفرن حلف الناتو ساهم بنفسه دفع روسيا اتباع سياسة مستقلة وقائمة الاكتفاء الذاتي,سياسة
روسيا تختبر سلاحها الليزري الجديد لمكافحة الدرونات فيديو ذكرت وسائل إعلام روسية العسكريين الروس بدأوا باستخدام منظومة دفاع جوي جديدة تعتمد الليزر لتدمير الدرونات الأوكرانية العملية العسكرية الخاصة,تكنولوجيا
لامين جمال يشعل الجدل مجددا بظهوره رفقة فتيات يخت فاخر البحر صور أثار النجم الشاب لنادي برشلونة لامين جمال البالغ العمر 17 عاما جدلا واسعا خلال إجازته الصيفية جزيرة إيبيزا الإسبانية,اجتماعي
موسكو تأسف لإلغاء باكو فعاليات مشتركة وتؤكد أولوية العلاقات الثنائية أعرب الكرملين أسفه لقرار أذربيجان إلغاء فعاليات مرتبطة بروسيا وذلك ردا اعتقال عناصر الجالية الأذرية يكاترينبورغ,سياسة
